age,gender,education,income,employment_experience,home_ownership,loan_amount,loan_purpose,interest_rate,loan_to_income_ratio,credit_history_years,credit_score,previous_defaults,loan_status
28.00,female,Master,48740.00,8,RENT,5525.00,EDUCATION,14.54,0.11,10,711,Yes,0
28.00,male,Master,67897.00,6,RENT,5525.00,MEDICAL,12.68,0.08,9,653,No,0
34.00,male,Bachelor,57624.00,11,MORTGAGE,3200.00,VENTURE,10.99,0.06,8,682,No,0
27.00,male,High School,57652.00,6,OWN,8000.00,MEDICAL,5.42,0.14,9,615,No,0
32.00,male,Associate,14686.00,7,RENT,5600.00,PERSONAL,13.48,0.38,10,666,No,1
29.00,male,Master,15309.00,7,RENT,5600.00,PERSONAL,12.18,0.37,10,655,No,1
34.00,male,Bachelor,57874.00,13,MORTGAGE,12000.00,MEDICAL,7.88,0.21,8,578,Yes,0
27.00,male,Associate,58140.00,6,MORTGAGE,15000.00,HOMEIMPROVEMENT,13.79,0.26,9,677,Yes,0
27.00,male,Doctorate,57833.00,3,MORTGAGE,13500.00,HOMEIMPROVEMENT,6.17,0.23,9,676,Yes,0
28.00,female,Associate,29601.00,7,RENT,5600.00,PERSONAL,12.68,0.19,5,674,No,0
27.00,male,Bachelor,31240.00,3,RENT,5600.00,EDUCATION,7.90,0.18,8,578,Yes,0
29.00,female,High School,58049.00,2,MORTGAGE,3500.00,VENTURE,8.90,0.06,9,681,Yes,0
27.00,female,Associate,37073.00,5,RENT,5600.00,MEDICAL,13.49,0.15,10,605,Yes,0
28.00,male,Associate,36889.00,7,RENT,5600.00,DEBTCONSOLIDATION,14.84,0.15,10,505,No,1
27.00,male,Bachelor,37012.00,5,RENT,5600.00,MEDICAL,11.01,0.15,6,621,No,0
31.00,male,Associate,37316.00,7,RENT,5600.00,DEBTCONSOLIDATION,7.74,0.15,7,444,Yes,0
29.00,female,High School,42248.00,9,RENT,5600.00,EDUCATION,13.49,0.13,7,667,Yes,0
30.00,female,Associate,58068.00,8,MORTGAGE,23800.00,EDUCATION,12.42,0.41,9,627,Yes,0
28.00,male,Associate,44235.00,4,RENT,5600.00,PERSONAL,11.11,0.13,5,640,No,0
35.00,female,Associate,44215.00,13,RENT,5600.00,VENTURE,13.06,0.13,7,688,Yes,0
28.00,male,High School,58495.00,4,OWN,6000.00,MEDICAL,5.42,0.1,9,632,Yes,0
27.00,female,High School,42212.00,3,RENT,5600.00,DEBTCONSOLIDATION,15.96,0.13,10,653,No,1
28.00,male,Master,49051.00,6,RENT,5600.00,MEDICAL,13.49,0.11,8,636,No,0
35.00,male,Bachelor,49101.00,9,RENT,5600.00,MEDICAL,9.76,0.11,6,679,No,0
27.00,female,High School,58812.00,5,OWN,7500.00,VENTURE,13.47,0.13,8,529,Yes,0
33.00,male,High School,44247.00,8,RENT,5600.00,PERSONAL,11.99,0.13,7,665,No,1
32.00,male,High School,52531.00,12,RENT,5600.00,DEBTCONSOLIDATION,7.51,0.11,7,586,Yes,0
32.00,female,High School,55185.00,10,RENT,5600.00,EDUCATION,11.36,0.1,10,665,Yes,0
33.00,female,Master,56139.00,6,RENT,5600.00,PERSONAL,15.27,0.1,9,597,Yes,0
29.00,female,High School,58416.00,6,RENT,5600.00,DEBTCONSOLIDATION,15.96,0.1,7,615,Yes,0
33.00,female,Doctorate,58558.00,12,OWN,14400.00,VENTURE,12.42,0.25,10,723,No,0
31.00,female,Bachelor,59883.00,8,RENT,5600.00,MEDICAL,6.03,0.09,6,580,Yes,0
33.00,female,Associate,58510.00,9,OWN,4750.00,HOMEIMPROVEMENT,11.01,0.08,8,637,Yes,0
28.00,male,High School,58728.00,5,MORTGAGE,5000.00,DEBTCONSOLIDATION,14.65,0.09,7,598,Yes,0
29.00,male,High School,58581.00,4,OWN,6000.00,VENTURE,14.27,0.1,7,591,Yes,0
27.00,male,High School,58543.00,2,MORTGAGE,4300.00,DEBTCONSOLIDATION,12.69,0.07,7,653,Yes,0
29.00,male,Associate,58723.00,5,MORTGAGE,17375.00,PERSONAL,14.27,0.3,5,702,No,0
28.00,female,Bachelor,63448.00,4,RENT,5600.00,MEDICAL,13.85,0.09,8,647,No,0
29.00,female,Associate,58672.00,6,OWN,15000.00,PERSONAL,18.64,0.26,9,602,Yes,0
29.00,male,Associate,64432.00,7,RENT,5600.00,PERSONAL,11.99,0.09,10,618,No,0
30.00,male,Bachelor,58827.00,9,MORTGAGE,9000.00,HOMEIMPROVEMENT,12.42,0.15,7,608,Yes,0
28.00,female,High School,68672.00,2,RENT,5600.00,DEBTCONSOLIDATION,10.37,0.08,6,651,Yes,0
35.00,male,Bachelor,58581.00,15,MORTGAGE,17000.00,EDUCATION,6.03,0.29,8,708,Yes,0
29.00,male,Master,70793.00,6,RENT,5600.00,MEDICAL,10.37,0.08,6,638,Yes,0
29.00,female,Bachelor,73178.00,6,RENT,5600.00,DEBTCONSOLIDATION,9.99,0.08,7,648,No,0
33.00,male,Master,58606.00,12,MORTGAGE,7500.00,EDUCATION,6.03,0.13,10,527,Yes,0
34.00,male,Master,76527.00,11,RENT,5600.00,EDUCATION,11.58,0.07,5,688,Yes,0
33.00,female,Associate,58393.00,11,MORTGAGE,7000.00,VENTURE,6.62,0.12,8,658,Yes,0
34.00,female,High School,58981.00,13,MORTGAGE,7500.00,PERSONAL,6.62,0.13,7,595,No,0
33.00,male,Associate,58503.00,8,MORTGAGE,13800.00,MEDICAL,8.90,0.24,6,653,Yes,0
28.00,male,Bachelor,58573.00,0,OWN,8000.00,PERSONAL,16.77,0.14,9,587,Yes,0
27.00,male,High School,58793.00,6,OWN,24000.00,VENTURE,9.91,0.41,9,508,Yes,0
30.00,female,High School,58614.00,7,MORTGAGE,10950.00,VENTURE,11.01,0.19,9,649,Yes,0
29.00,female,Associate,84753.00,5,RENT,5600.00,HOMEIMPROVEMENT,11.99,0.07,6,618,Yes,0
34.00,male,High School,58667.00,8,MORTGAGE,5600.00,VENTURE,15.96,0.1,7,619,Yes,0
29.00,female,High School,85079.00,3,RENT,5600.00,HOMEIMPROVEMENT,14.27,0.07,6,620,No,0
28.00,male,Master,51395.00,10,MORTGAGE,7600.00,DEBTCONSOLIDATION,16.29,0.15,7,700,No,1
34.00,female,Associate,58880.00,16,MORTGAGE,8400.00,VENTURE,11.71,0.14,8,544,Yes,0
30.00,female,Bachelor,91119.00,7,RENT,5600.00,PERSONAL,15.99,0.06,7,675,No,0
31.00,male,Bachelor,91754.00,9,RENT,5600.00,MEDICAL,13.22,0.06,8,652,No,0
27.00,male,High School,58603.00,5,MORTGAGE,5650.00,DEBTCONSOLIDATION,5.42,0.1,8,654,Yes,0
28.00,male,Bachelor,113339.00,5,RENT,5600.00,HOMEIMPROVEMENT,11.99,0.05,10,669,Yes,0
33.00,female,Bachelor,58629.00,11,OWN,10000.00,HOMEIMPROVEMENT,9.99,0.17,8,694,Yes,0
28.00,female,Master,58717.00,5,MORTGAGE,3000.00,PERSONAL,11.99,0.05,10,622,Yes,0
31.00,male,Associate,58656.00,11,OWN,1600.00,HOMEIMPROVEMENT,9.99,0.03,8,649,Yes,0
31.00,male,Associate,132284.00,5,RENT,5600.00,DEBTCONSOLIDATION,11.01,0.04,10,620,No,1
28.00,male,Bachelor,90935.00,4,RENT,5625.00,VENTURE,6.91,0.06,5,626,Yes,0
29.00,female,Associate,58595.00,9,MORTGAGE,6625.00,PERSONAL,8.49,0.11,9,695,No,0
29.00,female,High School,58552.00,8,MORTGAGE,7000.00,VENTURE,8.49,0.12,9,612,Yes,0
29.00,male,Bachelor,58518.00,4,MORTGAGE,5000.00,HOMEIMPROVEMENT,5.99,0.09,8,592,Yes,0
31.00,male,Bachelor,119966.00,6,RENT,5675.00,HOMEIMPROVEMENT,13.23,0.05,8,616,Yes,0
30.00,male,High School,58634.00,10,MORTGAGE,8500.00,PERSONAL,7.49,0.14,8,693,Yes,0
28.00,female,Bachelor,44400.00,6,RENT,5700.00,MEDICAL,10.39,0.13,5,666,Yes,0
32.00,female,High School,58476.00,10,MORTGAGE,10650.00,DEBTCONSOLIDATION,10.59,0.18,9,582,Yes,0
32.00,female,Bachelor,64627.00,7,RENT,5700.00,DEBTCONSOLIDATION,9.99,0.09,9,495,Yes,0
27.00,male,Associate,58524.00,6,MORTGAGE,6000.00,PERSONAL,13.49,0.1,7,655,Yes,0
31.00,male,High School,116081.00,9,RENT,5750.00,HOMEIMPROVEMENT,9.45,0.05,10,617,Yes,0
27.00,female,Master,45521.00,5,RENT,5775.00,PERSONAL,14.91,0.13,7,595,No,0
27.00,female,Master,58445.00,5,MORTGAGE,8000.00,HOMEIMPROVEMENT,10.59,0.14,9,676,No,0
29.00,female,Bachelor,58642.00,8,MORTGAGE,9000.00,EDUCATION,11.99,0.15,5,576,No,0
31.00,female,Bachelor,33439.00,7,RENT,5800.00,VENTURE,6.62,0.17,9,610,Yes,0
29.00,male,Bachelor,58583.00,3,MORTGAGE,4500.00,VENTURE,5.42,0.08,6,698,Yes,0
27.00,female,Master,39307.00,5,RENT,5800.00,DEBTCONSOLIDATION,7.49,0.15,5,623,Yes,0
29.00,female,Associate,40027.00,7,RENT,5800.00,HOMEIMPROVEMENT,5.79,0.14,5,667,No,1
27.00,female,Associate,44195.00,4,RENT,5800.00,MEDICAL,12.42,0.13,10,679,Yes,0
32.00,male,Associate,51052.00,9,RENT,5800.00,DEBTCONSOLIDATION,9.32,0.11,10,653,No,0
30.00,male,Master,51540.00,10,MORTGAGE,4500.00,MEDICAL,7.49,0.09,7,691,No,1
29.00,female,High School,58594.00,11,OWN,8000.00,HOMEIMPROVEMENT,13.49,0.14,9,532,Yes,0
31.00,male,Bachelor,88433.00,7,RENT,5800.00,HOMEIMPROVEMENT,10.37,0.07,6,652,Yes,0
34.00,female,Associate,83653.00,9,RENT,5800.00,VENTURE,14.59,0.07,5,532,No,1
29.00,male,Bachelor,51431.00,7,MORTGAGE,6000.00,PERSONAL,11.49,0.12,9,693,No,1
31.00,female,Master,75437.00,3,RENT,5800.00,MEDICAL,14.11,0.08,10,665,No,1
27.00,female,High School,58791.00,3,MORTGAGE,5000.00,MEDICAL,6.99,0.09,7,659,No,0
28.00,female,High School,36995.00,5,RENT,5825.00,PERSONAL,9.99,0.16,9,590,Yes,0
28.00,male,High School,58641.00,7,OWN,12000.00,HOMEIMPROVEMENT,14.54,0.2,10,602,No,0
27.00,female,Bachelor,46231.00,5,RENT,5850.00,MEDICAL,11.01,0.13,5,634,Yes,0
29.00,male,High School,58429.00,7,OWN,1850.00,PERSONAL,10.74,0.03,7,619,No,0
34.00,female,Bachelor,56078.00,11,RENT,5850.00,PERSONAL,11.12,0.1,8,647,Yes,0
30.00,male,Bachelor,85316.00,9,RENT,5850.00,MEDICAL,5.79,0.07,5,663,Yes,0
27.00,female,Master,58571.00,4,OWN,4500.00,EDUCATION,13.80,0.08,8,707,Yes,0
28.00,male,Bachelor,58669.00,5,MORTGAGE,10000.00,EDUCATION,6.92,0.17,8,583,Yes,0
32.00,male,High School,58907.00,10,OWN,3000.00,EDUCATION,5.79,0.05,7,628,Yes,0
31.00,male,Associate,58549.00,8,MORTGAGE,14400.00,DEBTCONSOLIDATION,7.29,0.25,5,582,No,0
27.00,female,High School,58624.00,5,MORTGAGE,12000.00,MEDICAL,7.66,0.2,10,575,Yes,0
27.00,male,Associate,70564.00,5,RENT,5900.00,DEBTCONSOLIDATION,9.32,0.08,7,618,Yes,0
29.00,male,Bachelor,58501.00,4,MORTGAGE,7000.00,VENTURE,12.68,0.12,6,599,Yes,0
27.00,female,Master,51294.00,4,RENT,5950.00,PERSONAL,5.99,0.12,5,635,Yes,0
29.00,male,Master,58518.00,6,MORTGAGE,4975.00,MEDICAL,5.79,0.09,7,693,No,0
34.00,female,High School,58816.00,8,MORTGAGE,3600.00,VENTURE,10.37,0.06,5,686,No,0
33.00,male,Bachelor,735421.00,11,RENT,5950.00,DEBTCONSOLIDATION,12.73,0.01,9,630,Yes,0
29.00,male,Bachelor,51442.00,5,MORTGAGE,5500.00,EDUCATION,7.66,0.11,10,611,No,1
32.00,male,Associate,58796.00,10,OWN,8000.00,EDUCATION,5.79,0.14,7,654,No,0
35.00,male,High School,51583.00,11,MORTGAGE,5000.00,EDUCATION,14.17,0.1,8,629,No,1
29.00,female,Master,58527.00,5,OWN,9600.00,PERSONAL,12.23,0.16,8,691,Yes,0
27.00,female,Associate,22220.00,4,RENT,6000.00,DEBTCONSOLIDATION,7.49,0.27,5,605,No,1
34.00,male,Doctorate,22897.00,10,RENT,6000.00,VENTURE,11.01,0.26,7,630,No,1
28.00,female,Bachelor,51420.00,6,MORTGAGE,4000.00,MEDICAL,9.25,0.08,10,625,No,1
27.00,female,Bachelor,23774.00,7,RENT,6000.00,MEDICAL,16.49,0.25,8,694,No,1
32.00,male,High School,58680.00,9,MORTGAGE,5200.00,HOMEIMPROVEMENT,5.42,0.09,5,598,Yes,0
33.00,female,Bachelor,23663.00,6,RENT,6000.00,PERSONAL,10.65,0.25,6,618,No,1
29.00,male,Bachelor,51517.00,5,MORTGAGE,1200.00,HOMEIMPROVEMENT,12.98,0.02,10,569,No,1
35.00,female,High School,25238.00,14,RENT,6000.00,EDUCATION,15.99,0.24,5,572,No,0
30.00,female,High School,24775.00,7,RENT,6000.00,EDUCATION,11.01,0.24,9,651,Yes,0
27.00,male,High School,25215.00,4,RENT,6000.00,VENTURE,13.11,0.24,10,663,Yes,0
28.00,male,Bachelor,25027.00,5,RENT,6000.00,EDUCATION,6.03,0.24,8,636,No,0
29.00,female,Bachelor,58357.00,11,MORTGAGE,15000.00,DEBTCONSOLIDATION,13.98,0.26,10,620,Yes,0
31.00,male,Bachelor,26037.00,10,RENT,6000.00,DEBTCONSOLIDATION,14.26,0.23,8,698,No,0
29.00,male,Associate,26077.00,4,RENT,6000.00,EDUCATION,12.42,0.23,6,540,Yes,0
29.00,male,Associate,58546.00,7,MORTGAGE,20000.00,PERSONAL,11.01,0.34,9,648,Yes,0
34.00,male,Bachelor,58856.00,8,MORTGAGE,9000.00,DEBTCONSOLIDATION,7.14,0.15,6,613,Yes,0
27.00,female,Bachelor,26855.00,4,RENT,6000.00,HOMEIMPROVEMENT,18.07,0.22,7,690,No,1
29.00,female,High School,58222.00,8,MORTGAGE,3250.00,VENTURE,6.76,0.06,7,639,Yes,0
27.00,male,Associate,26889.00,7,RENT,6000.00,PERSONAL,7.88,0.22,9,663,Yes,0
35.00,male,High School,58413.00,12,OWN,4200.00,HOMEIMPROVEMENT,13.61,0.07,7,560,Yes,0
33.00,male,Master,28012.00,14,RENT,6000.00,MEDICAL,7.90,0.21,8,607,Yes,0
29.00,male,High School,28177.00,8,RENT,6000.00,EDUCATION,11.83,0.21,9,655,Yes,0
34.00,female,Associate,58890.00,8,MORTGAGE,10000.00,PERSONAL,7.14,0.17,10,610,No,0
31.00,male,Associate,58790.00,9,MORTGAGE,6600.00,MEDICAL,7.14,0.11,5,625,Yes,0
27.00,male,Master,28406.00,7,RENT,6000.00,MEDICAL,8.90,0.21,6,597,Yes,0
28.00,female,Master,28674.00,9,RENT,6000.00,MEDICAL,8.88,0.21,5,682,Yes,0
30.00,female,Bachelor,29899.00,5,RENT,6000.00,PERSONAL,5.42,0.2,8,582,Yes,0
31.00,female,Associate,58482.00,9,MORTGAGE,7800.00,MEDICAL,7.51,0.13,10,647,No,0
31.00,female,Associate,30041.00,12,RENT,6000.00,VENTURE,8.49,0.2,9,661,Yes,0
29.00,female,Associate,58507.00,7,MORTGAGE,20000.00,HOMEIMPROVEMENT,11.36,0.34,10,649,No,0
31.00,male,Master,59009.00,5,OWN,20000.00,HOMEIMPROVEMENT,10.62,0.34,7,681,No,0
35.00,male,Master,58933.00,13,MORTGAGE,5000.00,MEDICAL,13.48,0.08,10,533,Yes,0
29.00,female,High School,58869.00,6,MORTGAGE,10000.00,EDUCATION,12.73,0.17,7,619,Yes,0
30.00,male,High School,58660.00,9,OWN,1500.00,HOMEIMPROVEMENT,13.48,0.03,5,621,Yes,0
35.00,female,Associate,29657.00,13,RENT,6000.00,DEBTCONSOLIDATION,12.87,0.2,7,546,Yes,0
33.00,female,Bachelor,58105.00,11,MORTGAGE,20000.00,PERSONAL,16.07,0.34,10,652,No,0
27.00,male,Master,51141.00,3,MORTGAGE,2850.00,PERSONAL,13.48,0.06,7,694,No,1
27.00,male,Bachelor,30943.00,6,RENT,6000.00,MEDICAL,7.90,0.19,5,627,Yes,0
33.00,male,Associate,58942.00,11,MORTGAGE,6000.00,DEBTCONSOLIDATION,11.01,0.1,10,658,No,0
32.00,male,High School,31270.00,14,RENT,6000.00,MEDICAL,16.49,0.19,5,600,No,1
27.00,male,High School,32145.00,2,RENT,6000.00,PERSONAL,10.75,0.19,10,640,Yes,0
27.00,female,High School,32360.00,5,RENT,6000.00,VENTURE,7.14,0.19,5,610,Yes,0
35.00,male,Bachelor,32639.00,13,RENT,6000.00,DEBTCONSOLIDATION,16.29,0.18,8,662,No,1
29.00,female,Master,32921.00,8,RENT,6000.00,HOMEIMPROVEMENT,14.84,0.18,7,642,No,1
32.00,male,Bachelor,33458.00,10,RENT,6000.00,MEDICAL,12.73,0.18,10,703,Yes,0
31.00,female,Associate,33576.00,7,RENT,6000.00,HOMEIMPROVEMENT,8.94,0.18,6,679,No,1
27.00,female,High School,58700.00,5,OWN,14000.00,VENTURE,11.01,0.24,8,592,Yes,0
33.00,female,Master,33808.00,11,RENT,6000.00,DEBTCONSOLIDATION,13.49,0.18,8,603,No,1
32.00,female,Bachelor,34652.00,10,RENT,6000.00,PERSONAL,11.01,0.17,5,705,No,0
30.00,male,Bachelor,58695.00,6,MORTGAGE,3000.00,EDUCATION,7.40,0.05,7,637,Yes,0
27.00,male,High School,34239.00,3,RENT,6000.00,VENTURE,13.92,0.18,6,631,Yes,0
30.00,female,Bachelor,35571.00,6,RENT,6000.00,PERSONAL,15.23,0.17,6,653,No,0
27.00,female,Master,35970.00,5,RENT,6000.00,VENTURE,15.27,0.17,6,706,No,0
29.00,male,Bachelor,35853.00,3,RENT,6000.00,EDUCATION,12.87,0.17,5,656,Yes,0
29.00,female,Bachelor,36653.00,5,RENT,6000.00,VENTURE,5.79,0.16,8,700,Yes,0
30.00,male,Master,58639.00,7,MORTGAGE,15000.00,PERSONAL,11.01,0.26,9,548,Yes,0
27.00,male,Associate,36727.00,9,RENT,6000.00,VENTURE,14.65,0.16,9,647,Yes,0
29.00,male,Bachelor,37117.00,6,RENT,6000.00,PERSONAL,8.90,0.16,10,561,No,0
35.00,male,Associate,58410.00,11,MORTGAGE,2000.00,HOMEIMPROVEMENT,11.97,0.03,9,664,No,0
33.00,male,Associate,58608.00,9,MORTGAGE,7500.00,HOMEIMPROVEMENT,8.00,0.13,10,639,No,0
29.00,male,Associate,58320.00,4,MORTGAGE,5000.00,VENTURE,11.97,0.09,5,519,Yes,0
29.00,female,Bachelor,37031.00,8,RENT,6000.00,HOMEIMPROVEMENT,17.99,0.16,7,618,No,1
31.00,female,Bachelor,36688.00,13,RENT,6000.00,EDUCATION,8.49,0.16,7,625,Yes,0
27.00,male,High School,37312.00,5,RENT,6000.00,MEDICAL,7.66,0.16,9,627,No,0
28.00,male,Bachelor,37071.00,5,RENT,6000.00,MEDICAL,10.37,0.16,6,642,No,1
35.00,male,Bachelor,37211.00,13,RENT,6000.00,DEBTCONSOLIDATION,6.54,0.16,6,621,No,0
28.00,male,Doctorate,37058.00,4,RENT,6000.00,DEBTCONSOLIDATION,11.49,0.16,9,661,No,1
31.00,male,Bachelor,36764.00,6,RENT,6000.00,PERSONAL,13.23,0.16,5,581,Yes,0
31.00,female,Bachelor,51428.00,3,MORTGAGE,21000.00,EDUCATION,12.36,0.41,7,617,No,1
27.00,male,Bachelor,58398.00,5,OWN,6500.00,PERSONAL,7.75,0.11,8,635,No,0
33.00,male,High School,58657.00,6,MORTGAGE,5000.00,HOMEIMPROVEMENT,11.01,0.09,10,669,Yes,0
33.00,female,Bachelor,37334.00,12,RENT,6000.00,DEBTCONSOLIDATION,10.51,0.16,10,625,Yes,0
27.00,male,Associate,58341.00,2,MORTGAGE,20000.00,VENTURE,11.89,0.34,10,565,No,0
32.00,male,Bachelor,36952.00,10,RENT,6000.00,VENTURE,12.61,0.16,5,630,No,1
28.00,female,Doctorate,37961.00,5,RENT,6000.00,PERSONAL,9.32,0.16,8,678,No,0
27.00,female,Master,51287.00,5,MORTGAGE,10000.00,MEDICAL,16.49,0.19,6,660,No,1
28.00,female,Associate,38482.00,6,RENT,6000.00,PERSONAL,15.33,0.16,9,567,Yes,0
32.00,female,Bachelor,59003.00,8,MORTGAGE,8400.00,MEDICAL,10.74,0.14,6,658,No,0
29.00,female,High School,38192.00,5,RENT,6000.00,MEDICAL,13.47,0.16,6,656,No,0
27.00,male,Bachelor,38224.00,3,RENT,6000.00,VENTURE,13.49,0.16,7,574,Yes,0
30.00,male,Associate,38424.00,10,RENT,6000.00,MEDICAL,9.91,0.16,8,615,Yes,0
27.00,female,Associate,38493.00,4,RENT,6000.00,MEDICAL,9.63,0.16,8,586,Yes,0
29.00,female,Associate,38411.00,6,RENT,6000.00,PERSONAL,11.46,0.16,10,642,No,1
27.00,female,High School,38834.00,7,RENT,6000.00,EDUCATION,12.84,0.15,9,617,No,1
30.00,male,Associate,59132.00,4,MORTGAGE,9350.00,MEDICAL,11.01,0.16,7,626,No,0
27.00,male,Bachelor,39491.00,3,RENT,6000.00,EDUCATION,14.27,0.15,8,563,No,0
30.00,male,Associate,39629.00,8,RENT,6000.00,MEDICAL,12.99,0.15,9,689,No,0
30.00,male,Master,39549.00,8,RENT,6000.00,MEDICAL,11.01,0.15,9,697,Yes,0
28.00,female,High School,39384.00,7,RENT,6000.00,PERSONAL,11.01,0.15,5,677,Yes,0
29.00,male,Master,39756.00,4,RENT,6000.00,EDUCATION,12.18,0.15,10,623,Yes,0
28.00,female,Bachelor,59626.00,9,MORTGAGE,10000.00,EDUCATION,6.99,0.17,9,630,No,0
28.00,male,High School,39438.00,6,RENT,6000.00,VENTURE,13.99,0.15,9,619,Yes,0
28.00,male,High School,40624.00,8,RENT,6000.00,PERSONAL,7.90,0.15,6,595,Yes,0
27.00,female,Associate,59568.00,6,MORTGAGE,10000.00,PERSONAL,15.70,0.17,9,633,Yes,0
29.00,female,Bachelor,40370.00,6,RENT,6000.00,VENTURE,9.99,0.15,6,630,No,0
29.00,male,Bachelor,40474.00,2,RENT,6000.00,EDUCATION,15.23,0.15,6,681,No,0
33.00,male,Bachelor,41686.00,9,RENT,6000.00,EDUCATION,11.01,0.14,9,695,Yes,0
29.00,female,Bachelor,59261.00,8,MORTGAGE,11050.00,VENTURE,5.42,0.19,9,614,Yes,0
27.00,male,High School,41147.00,1,RENT,6000.00,PERSONAL,14.91,0.15,5,664,No,1
30.00,female,Associate,41562.00,8,RENT,6000.00,VENTURE,6.91,0.14,7,687,No,0
29.00,male,Bachelor,41576.00,8,RENT,6000.00,VENTURE,14.91,0.14,6,625,No,1
29.00,male,Doctorate,41800.00,5,RENT,6000.00,EDUCATION,14.09,0.14,7,575,Yes,0
27.00,male,Bachelor,41826.00,6,RENT,6000.00,DEBTCONSOLIDATION,15.31,0.14,5,660,No,1
27.00,female,Master,41929.00,4,RENT,6000.00,MEDICAL,8.90,0.14,9,687,No,0
32.00,female,High School,42020.00,14,RENT,6000.00,VENTURE,14.65,0.14,8,569,Yes,0
27.00,male,High School,41533.00,3,RENT,6000.00,DEBTCONSOLIDATION,6.99,0.14,6,559,Yes,0
34.00,female,Bachelor,59662.00,14,OWN,2400.00,EDUCATION,7.14,0.04,5,615,No,0
30.00,male,Master,59848.00,7,MORTGAGE,5000.00,MEDICAL,15.23,0.08,5,706,Yes,0
30.00,male,Associate,42900.00,8,RENT,6000.00,MEDICAL,7.90,0.14,9,663,No,0
29.00,male,Associate,35450.00,3,RENT,6000.00,MEDICAL,8.49,0.17,8,609,No,1
27.00,female,Master,60208.00,5,MORTGAGE,5000.00,HOMEIMPROVEMENT,11.83,0.08,10,666,No,0
27.00,male,Associate,43314.00,8,RENT,6000.00,MEDICAL,7.49,0.14,10,669,No,0
27.00,female,Bachelor,42723.00,7,RENT,6000.00,PERSONAL,11.11,0.14,6,605,Yes,0
30.00,female,Master,35885.00,7,RENT,6000.00,PERSONAL,15.58,0.17,8,578,No,1
32.00,female,Bachelor,42901.00,10,RENT,6000.00,VENTURE,11.01,0.14,9,571,Yes,0
27.00,female,Bachelor,43032.00,0,RENT,6000.00,MEDICAL,9.32,0.14,10,519,Yes,0
28.00,female,Associate,43108.00,5,RENT,6000.00,EDUCATION,11.89,0.14,10,582,Yes,0
31.00,male,Bachelor,43299.00,6,RENT,6000.00,MEDICAL,12.84,0.14,7,547,Yes,0
29.00,female,High School,59592.00,3,OWN,4400.00,PERSONAL,6.62,0.07,9,642,Yes,0
35.00,female,Associate,52761.00,12,MORTGAGE,13200.00,DEBTCONSOLIDATION,16.77,0.25,9,605,No,1
31.00,female,Associate,35578.00,7,RENT,6000.00,HOMEIMPROVEMENT,10.75,0.17,8,674,No,1
27.00,male,Associate,59418.00,7,MORTGAGE,8500.00,MEDICAL,10.59,0.14,6,661,No,0
28.00,male,Bachelor,59629.00,6,OWN,19000.00,EDUCATION,10.99,0.32,7,670,Yes,0
31.00,female,Associate,60089.00,8,OWN,14000.00,EDUCATION,13.99,0.23,10,627,Yes,0
30.00,male,Master,59716.00,8,MORTGAGE,11750.00,EDUCATION,8.90,0.2,9,667,No,0
30.00,male,High School,59660.00,5,OWN,3500.00,MEDICAL,6.99,0.06,5,576,Yes,0
31.00,male,High School,44019.00,9,RENT,6000.00,DEBTCONSOLIDATION,8.90,0.14,9,671,Yes,0
33.00,female,Associate,36821.00,9,RENT,6000.00,VENTURE,19.42,0.16,10,544,No,1
29.00,male,Bachelor,44206.00,6,RENT,6000.00,EDUCATION,5.99,0.14,6,670,No,0
30.00,female,Master,59869.00,8,MORTGAGE,8500.00,PERSONAL,16.32,0.14,9,692,No,0
28.00,male,Master,59615.00,5,MORTGAGE,7000.00,MEDICAL,7.51,0.12,8,653,Yes,0
28.00,female,Master,60125.00,4,MORTGAGE,4750.00,MEDICAL,10.25,0.08,8,652,Yes,0
30.00,male,Bachelor,59567.00,7,OWN,8500.00,PERSONAL,12.18,0.14,8,664,No,0
32.00,female,Master,59434.00,13,MORTGAGE,8275.00,DEBTCONSOLIDATION,11.01,0.14,6,607,Yes,0
33.00,male,Master,44204.00,8,RENT,6000.00,MEDICAL,13.22,0.14,8,639,Yes,0
30.00,female,Bachelor,59997.00,4,MORTGAGE,9250.00,HOMEIMPROVEMENT,11.01,0.15,8,711,Yes,0
30.00,female,Bachelor,60163.00,9,MORTGAGE,15025.00,EDUCATION,6.03,0.25,8,691,Yes,0
27.00,male,Master,60288.00,3,MORTGAGE,2500.00,MEDICAL,5.42,0.04,10,633,Yes,0
27.00,male,High School,60379.00,7,MORTGAGE,9600.00,MEDICAL,5.42,0.16,6,511,Yes,0
32.00,male,Associate,59737.00,8,MORTGAGE,5000.00,HOMEIMPROVEMENT,7.74,0.08,10,625,Yes,0
35.00,male,Associate,44874.00,10,RENT,6000.00,MEDICAL,13.61,0.13,6,681,Yes,0
27.00,male,Doctorate,59945.00,7,MORTGAGE,3250.00,MEDICAL,11.01,0.05,6,647,Yes,0
32.00,male,Bachelor,45487.00,13,RENT,6000.00,MEDICAL,10.36,0.13,6,647,No,0
27.00,male,Associate,60272.00,5,MORTGAGE,10000.00,MEDICAL,11.78,0.17,9,633,No,0
29.00,female,High School,60594.00,8,MORTGAGE,4000.00,DEBTCONSOLIDATION,11.49,0.07,5,571,Yes,0
27.00,male,Associate,38493.00,5,RENT,6000.00,PERSONAL,6.62,0.16,10,567,No,1
