age,gender,education,income,employment_experience,home_ownership,loan_amount,loan_purpose,interest_rate,loan_to_income_ratio,credit_history_years,credit_score,previous_defaults,loan_status,loan_status_label
31.0,Female,Master,80461.0,12,Mortgage,4200.0,Venture,7.49,0.05,7,590,Yes,0,Non-Default
34.0,Female,High School,73217.0,11,Mortgage,3000.0,Education,11.99,0.04,10,599,No,1,Default
29.0,Female,Bachelor,80108.0,8,Mortgage,3000.0,Venture,5.42,0.04,7,630,No,0,Non-Default
27.0,Male,High School,80173.0,6,Mortgage,8400.0,Education,16.49,0.1,7,627,No,0,Non-Default
29.0,Male,High School,73029.0,10,Rent,9600.0,Home Improvement,11.66,0.13,6,662,Yes,0,Non-Default
27.0,Female,High School,65633.0,2,Rent,9600.0,Personal,12.17,0.15,9,630,No,1,Default
33.0,Female,Bachelor,80404.0,11,Own,3500.0,Medical,11.01,0.04,9,698,Yes,0,Non-Default
33.0,Male,Associate,80267.0,11,Own,5600.0,Venture,10.99,0.07,9,632,Yes,0,Non-Default
29.0,Female,High School,79929.0,6,Mortgage,3000.0,Personal,7.66,0.04,7,615,Yes,0,Non-Default
30.0,Female,Associate,78792.0,8,Rent,9600.0,Personal,12.42,0.12,10,552,Yes,0,Non-Default
27.0,Male,Bachelor,75135.0,7,Rent,9600.0,Personal,10.25,0.13,8,691,No,1,Default
28.0,Male,Bachelor,73450.0,5,Mortgage,6500.0,Home Improvement,5.79,0.09,6,655,No,1,Default
29.0,Male,Master,73150.0,6,Mortgage,25000.0,Medical,20.0,0.34,10,630,No,1,Default
35.0,Male,Associate,84788.0,15,Rent,9600.0,Home Improvement,5.42,0.11,9,626,Yes,0,Non-Default
30.0,Female,Master,86745.0,6,Rent,9600.0,Home Improvement,12.61,0.11,6,511,Yes,0,Non-Default
27.0,Female,Bachelor,73363.0,5,Mortgage,2000.0,Medical,15.7,0.03,6,660,No,1,Default
27.0,Male,Associate,94232.0,4,Rent,9600.0,Education,17.14,0.1,7,641,No,0,Non-Default
27.0,Male,Bachelor,94865.0,7,Rent,9600.0,Home Improvement,12.29,0.1,9,623,Yes,0,Non-Default
27.0,Male,Associate,72777.0,6,Mortgage,8400.0,Home Improvement,12.73,0.12,9,716,No,1,Default
30.0,Female,High School,80020.0,4,Mortgage,12000.0,Venture,7.51,0.15,10,598,Yes,0,Non-Default
31.0,Female,Bachelor,97375.0,9,Rent,9600.0,Medical,9.91,0.1,7,670,Yes,0,Non-Default
27.0,Male,Associate,80287.0,6,Mortgage,9250.0,Education,8.59,0.12,9,672,Yes,0,Non-Default
32.0,Female,Associate,96968.0,8,Rent,9600.0,Debt Consolidation,11.14,0.1,5,713,Yes,0,Non-Default
30.0,Male,Bachelor,80779.0,7,Mortgage,15000.0,Venture,11.14,0.19,8,556,Yes,0,Non-Default
30.0,Male,High School,80000.0,6,Mortgage,6000.0,Education,7.68,0.08,8,570,No,0,Non-Default
30.0,Female,Master,79940.0,6,Mortgage,11200.0,Debt Consolidation,9.32,0.14,9,689,Yes,0,Non-Default
31.0,Female,Associate,80148.0,6,Mortgage,22000.0,Venture,16.63,0.27,5,644,Yes,0,Non-Default
31.0,Female,High School,80335.0,12,Mortgage,10000.0,Personal,11.01,0.12,5,642,Yes,0,Non-Default
33.0,Female,Associate,80302.0,12,Mortgage,20000.0,Personal,12.61,0.25,5,626,No,0,Non-Default
27.0,Female,High School,80434.0,4,Rent,9600.0,Medical,11.01,0.12,7,547,No,1,Default
32.0,Female,Master,80438.0,11,Mortgage,5000.0,Medical,6.03,0.06,8,596,Yes,0,Non-Default
30.0,Male,Associate,80296.0,5,Mortgage,2800.0,Personal,13.57,0.03,6,676,No,0,Non-Default
32.0,Female,Bachelor,80391.0,8,Mortgage,6075.0,Debt Consolidation,6.03,0.08,10,688,Yes,0,Non-Default
29.0,Male,Associate,80296.0,8,Mortgage,7000.0,Home Improvement,7.88,0.09,5,686,Yes,0,Non-Default
31.0,Male,Associate,80668.0,7,Mortgage,7000.0,Home Improvement,11.86,0.09,6,563,Yes,0,Non-Default
34.0,Female,Associate,136608.0,13,Rent,9600.0,Education,11.01,0.07,9,685,Yes,0,Non-Default
29.0,Male,High School,80877.0,10,Own,12000.0,Venture,6.99,0.15,8,594,Yes,0,Non-Default
28.0,Male,Bachelor,144931.0,6,Rent,9600.0,Medical,8.0,0.07,7,683,No,0,Non-Default
31.0,Female,High School,80624.0,7,Mortgage,4200.0,Venture,7.66,0.05,8,664,Yes,0,Non-Default
31.0,Male,Associate,136856.0,7,Rent,9600.0,Home Improvement,14.91,0.07,7,631,No,1,Default
31.0,Male,Bachelor,154382.0,7,Rent,9600.0,Personal,11.01,0.06,8,694,No,1,Default
30.0,Female,Bachelor,80420.0,6,Mortgage,8000.0,Debt Consolidation,7.88,0.1,9,641,Yes,0,Non-Default
27.0,Female,High School,80735.0,3,Mortgage,16000.0,Home Improvement,10.99,0.2,5,569,Yes,0,Non-Default
27.0,Male,Bachelor,68646.0,7,Rent,9700.0,Venture,8.88,0.14,10,713,No,0,Non-Default
33.0,Female,High School,80762.0,8,Mortgage,9200.0,Personal,11.01,0.11,7,593,Yes,0,Non-Default
29.0,Male,High School,86627.0,9,Rent,9700.0,Debt Consolidation,8.94,0.11,5,572,Yes,0,Non-Default
30.0,Female,Associate,106796.0,2,Rent,9700.0,Home Improvement,11.01,0.09,5,642,No,0,Non-Default
35.0,Male,Associate,80887.0,12,Mortgage,4200.0,Venture,5.79,0.05,10,610,Yes,0,Non-Default
30.0,Male,Bachelor,81307.0,6,Mortgage,2500.0,Debt Consolidation,6.39,0.03,7,675,Yes,0,Non-Default
28.0,Female,Doctorate,31024.0,6,Rent,9750.0,Medical,18.25,0.31,6,672,No,1,Default
28.0,Male,Master,74057.0,6,Mortgage,14000.0,Debt Consolidation,15.62,0.19,10,611,No,1,Default
27.0,Male,High School,33537.0,3,Rent,9750.0,Medical,9.63,0.29,6,523,No,1,Default
27.0,Female,Bachelor,35638.0,5,Rent,9750.0,Personal,7.51,0.27,6,705,No,1,Default
27.0,Female,Associate,81072.0,2,Mortgage,9600.0,Medical,7.51,0.12,7,652,Yes,0,Non-Default
31.0,Female,High School,40363.0,11,Rent,9750.0,Medical,14.54,0.24,9,663,No,1,Default
28.0,Male,Master,81392.0,8,Mortgage,25000.0,Venture,10.36,0.31,8,694,No,0,Non-Default
30.0,Female,High School,81234.0,11,Mortgage,15000.0,Personal,12.23,0.18,8,686,Yes,0,Non-Default
29.0,Female,High School,81066.0,4,Mortgage,9475.0,Medical,11.01,0.12,10,643,Yes,0,Non-Default
33.0,Male,Doctorate,38041.0,12,Rent,9950.0,Debt Consolidation,12.99,0.26,8,585,No,1,Default
34.0,Male,Bachelor,104343.0,12,Rent,9950.0,Venture,7.88,0.1,7,687,Yes,0,Non-Default
32.0,Male,High School,81559.0,7,Mortgage,8000.0,Medical,11.01,0.1,9,560,Yes,0,Non-Default
29.0,Male,Associate,81261.0,5,Mortgage,9000.0,Personal,8.94,0.11,7,651,Yes,0,Non-Default
34.0,Male,Associate,81404.0,14,Mortgage,7000.0,Education,7.51,0.09,9,678,No,0,Non-Default
31.0,Male,Master,81178.0,10,Mortgage,3000.0,Debt Consolidation,10.65,0.04,9,669,Yes,0,Non-Default
32.0,Female,High School,26275.0,8,Rent,10000.0,Medical,11.01,0.38,6,617,No,1,Default
33.0,Male,Bachelor,26736.0,10,Rent,10000.0,Debt Consolidation,12.53,0.37,8,692,No,1,Default
27.0,Female,Bachelor,74312.0,9,Mortgage,6800.0,Debt Consolidation,15.99,0.09,7,593,No,1,Default
27.0,Female,Associate,81248.0,6,Mortgage,4200.0,Personal,11.01,0.05,5,674,No,0,Non-Default
32.0,Male,High School,27428.0,12,Rent,10000.0,Medical,18.39,0.36,6,651,No,1,Default
30.0,Male,High School,81515.0,6,Mortgage,10000.0,Home Improvement,6.99,0.12,6,627,Yes,0,Non-Default
32.0,Male,Associate,81648.0,4,Mortgage,4000.0,Debt Consolidation,11.01,0.05,9,663,No,0,Non-Default
33.0,Male,Bachelor,29912.0,12,Rent,10000.0,Debt Consolidation,8.9,0.33,5,668,No,1,Default
27.0,Male,Associate,29844.0,9,Rent,10000.0,Medical,13.23,0.34,8,558,No,1,Default
34.0,Male,Doctorate,81166.0,10,Mortgage,6400.0,Debt Consolidation,13.23,0.08,7,698,Yes,0,Non-Default
35.0,Female,High School,81605.0,11,Mortgage,7000.0,Education,7.14,0.09,8,630,Yes,0,Non-Default
35.0,Female,High School,80933.0,11,Mortgage,3300.0,Personal,7.88,0.04,6,642,No,0,Non-Default
28.0,Male,Master,81388.0,9,Mortgage,14400.0,Venture,9.88,0.18,10,657,Yes,0,Non-Default
29.0,Male,Bachelor,73933.0,7,Mortgage,15000.0,Home Improvement,9.88,0.2,9,641,No,1,Default
28.0,Male,Bachelor,30051.0,6,Rent,10000.0,Personal,12.87,0.33,10,734,No,1,Default
29.0,Male,Associate,81204.0,7,Own,3600.0,Medical,7.51,0.04,10,622,Yes,0,Non-Default
27.0,Female,Associate,29567.0,0,Rent,10000.0,Medical,7.68,0.34,9,595,No,1,Default
29.0,Male,High School,81236.0,10,Mortgage,10000.0,Home Improvement,7.14,0.12,6,589,No,0,Non-Default
32.0,Male,Associate,80824.0,11,Mortgage,10000.0,Medical,10.25,0.12,9,652,No,0,Non-Default
33.0,Female,Associate,81355.0,9,Mortgage,25000.0,Debt Consolidation,10.99,0.31,6,633,No,0,Non-Default
27.0,Female,Bachelor,81402.0,0,Mortgage,24250.0,Education,14.96,0.3,8,698,No,0,Non-Default
27.0,Female,High School,30518.0,6,Rent,10000.0,Medical,10.25,0.33,7,481,No,1,Default
27.0,Male,Master,30842.0,2,Rent,10000.0,Debt Consolidation,11.01,0.32,8,685,No,1,Default
32.0,Male,Master,81173.0,6,Own,20000.0,Home Improvement,11.83,0.25,7,644,Yes,0,Non-Default
32.0,Male,Associate,30878.0,10,Rent,10000.0,Debt Consolidation,8.49,0.32,10,602,No,1,Default
34.0,Female,Bachelor,30909.0,10,Rent,10000.0,Medical,7.29,0.32,9,646,No,1,Default
34.0,Male,High School,81375.0,13,Mortgage,16000.0,Venture,13.22,0.2,8,577,Yes,0,Non-Default
27.0,Male,Master,81293.0,4,Own,5000.0,Personal,11.01,0.06,10,659,Yes,0,Non-Default
31.0,Female,Associate,81619.0,11,Mortgage,10000.0,Personal,6.03,0.12,7,664,Yes,0,Non-Default
29.0,Male,Master,31388.0,8,Rent,10000.0,Home Improvement,11.34,0.32,5,648,No,1,Default
27.0,Female,Bachelor,81822.0,6,Mortgage,10750.0,Home Improvement,6.91,0.13,6,607,Yes,0,Non-Default
34.0,Male,Master,32082.0,9,Rent,10000.0,Venture,12.42,0.31,7,671,No,1,Default
32.0,Male,Master,63259.0,10,Mortgage,15000.0,Medical,11.03,0.24,6,630,No,1,Default
29.0,Female,Bachelor,81467.0,8,Mortgage,10000.0,Debt Consolidation,11.14,0.12,9,674,Yes,0,Non-Default
28.0,Male,Bachelor,81523.0,5,Mortgage,1500.0,Home Improvement,6.91,0.02,6,611,Yes,0,Non-Default
29.0,Female,Associate,81847.0,7,Mortgage,12800.0,Education,11.49,0.16,8,632,No,0,Non-Default
27.0,Female,Master,32387.0,6,Rent,10000.0,Education,10.25,0.31,9,643,No,1,Default
27.0,Female,High School,82337.0,1,Mortgage,1000.0,Debt Consolidation,7.4,0.01,7,611,No,0,Non-Default
27.0,Male,Master,33591.0,5,Rent,10000.0,Debt Consolidation,15.62,0.3,6,626,No,1,Default
34.0,Male,High School,34232.0,13,Rent,10000.0,Debt Consolidation,10.37,0.29,6,568,No,1,Default
35.0,Female,Bachelor,82213.0,14,Mortgage,10000.0,Venture,8.0,0.12,5,724,Yes,0,Non-Default
30.0,Male,High School,82025.0,10,Mortgage,17000.0,Personal,11.58,0.21,6,586,Yes,0,Non-Default
34.0,Female,Bachelor,82641.0,11,Own,11000.0,Venture,7.88,0.13,8,645,No,0,Non-Default
29.0,Male,Master,34775.0,8,Rent,10000.0,Medical,12.84,0.29,9,640,No,1,Default
30.0,Female,Master,82329.0,8,Mortgage,23200.0,Personal,15.96,0.28,7,741,No,0,Non-Default
29.0,Male,Doctorate,82829.0,6,Mortgage,2000.0,Home Improvement,7.43,0.02,7,718,Yes,0,Non-Default
28.0,Male,High School,37286.0,3,Rent,10000.0,Medical,17.58,0.27,5,680,No,1,Default
28.0,Male,Associate,36736.0,6,Rent,10000.0,Personal,8.9,0.27,5,630,No,1,Default
31.0,Male,Bachelor,82684.0,7,Own,8000.0,Venture,7.9,0.1,5,699,No,0,Non-Default
27.0,Female,Bachelor,82638.0,7,Mortgage,3000.0,Home Improvement,14.65,0.04,10,710,Yes,0,Non-Default
27.0,Female,Master,36954.0,7,Rent,10000.0,Medical,17.58,0.27,6,694,No,1,Default
35.0,Female,Associate,82555.0,15,Mortgage,32000.0,Personal,19.03,0.39,7,641,Yes,0,Non-Default
27.0,Male,Bachelor,82728.0,4,Own,20000.0,Personal,7.9,0.24,9,651,Yes,0,Non-Default
29.0,Male,Bachelor,82212.0,8,Mortgage,20000.0,Education,8.9,0.24,5,614,Yes,0,Non-Default
33.0,Male,Doctorate,82752.0,12,Mortgage,18000.0,Personal,7.9,0.22,10,694,No,0,Non-Default
31.0,Female,Associate,82771.0,5,Mortgage,12000.0,Personal,12.69,0.14,9,659,Yes,0,Non-Default
34.0,Male,Associate,82423.0,8,Mortgage,10000.0,Personal,16.29,0.12,9,602,Yes,0,Non-Default
28.0,Female,Master,82467.0,6,Mortgage,2500.0,Venture,11.71,0.03,7,597,Yes,0,Non-Default
28.0,Female,Bachelor,37056.0,4,Rent,10000.0,Venture,14.54,0.27,7,593,No,1,Default
27.0,Male,Master,37295.0,4,Rent,10000.0,Personal,12.68,0.27,9,710,No,1,Default
27.0,Male,Master,82921.0,4,Mortgage,30000.0,Home Improvement,15.99,0.36,7,639,Yes,0,Non-Default
30.0,Female,Associate,82643.0,9,Mortgage,6000.0,Education,10.59,0.07,7,605,No,0,Non-Default
28.0,Male,High School,37273.0,8,Rent,10000.0,Venture,10.38,0.27,5,665,No,1,Default
29.0,Female,Bachelor,82627.0,5,Mortgage,4000.0,Education,5.99,0.05,5,556,No,0,Non-Default
29.0,Female,High School,37219.0,9,Rent,10000.0,Education,16.82,0.27,7,623,No,1,Default
30.0,Female,Bachelor,36886.0,6,Rent,10000.0,Venture,11.01,0.27,7,651,No,1,Default
28.0,Female,Master,82484.0,6,Mortgage,3000.0,Education,5.42,0.04,10,606,Yes,0,Non-Default
29.0,Female,Bachelor,82822.0,6,Mortgage,5000.0,Medical,12.99,0.06,9,529,Yes,0,Non-Default
33.0,Female,Master,82512.0,6,Mortgage,3500.0,Personal,11.99,0.04,10,662,Yes,0,Non-Default
31.0,Male,High School,36638.0,11,Rent,10000.0,Personal,13.48,0.27,8,524,No,1,Default
27.0,Male,Bachelor,82596.0,2,Mortgage,2000.0,Education,13.8,0.02,5,665,Yes,0,Non-Default
31.0,Male,Associate,82553.0,6,Mortgage,18000.0,Debt Consolidation,10.0,0.22,10,510,Yes,0,Non-Default
27.0,Female,Associate,36575.0,1,Rent,10000.0,Personal,15.31,0.27,7,657,No,1,Default
35.0,Male,High School,75678.0,6,Mortgage,13000.0,Home Improvement,9.25,0.17,10,613,No,1,Default
31.0,Male,High School,37200.0,9,Rent,10000.0,Home Improvement,8.94,0.27,10,689,No,1,Default
30.0,Female,High School,82628.0,8,Mortgage,6000.0,Education,13.72,0.07,5,639,No,0,Non-Default
28.0,Male,Bachelor,36895.0,4,Rent,10000.0,Debt Consolidation,9.32,0.27,7,665,No,1,Default
31.0,Female,High School,82967.0,6,Mortgage,13600.0,Personal,7.88,0.16,9,625,Yes,0,Non-Default
31.0,Female,Bachelor,36669.0,6,Rent,10000.0,Debt Consolidation,8.63,0.27,5,637,No,1,Default
33.0,Female,Bachelor,37218.0,9,Rent,10000.0,Medical,11.03,0.27,6,568,No,1,Default
28.0,Male,Associate,82531.0,5,Mortgage,3250.0,Venture,13.23,0.04,7,503,Yes,0,Non-Default
28.0,Female,Bachelor,82418.0,9,Mortgage,15000.0,Personal,11.01,0.18,8,644,No,0,Non-Default
32.0,Female,Master,82566.0,10,Mortgage,6100.0,Medical,10.25,0.07,7,616,Yes,0,Non-Default
34.0,Male,High School,37810.0,15,Rent,10000.0,Personal,10.37,0.26,5,672,No,1,Default
29.0,Male,Master,82458.0,4,Mortgage,3000.0,Medical,12.73,0.04,9,664,Yes,0,Non-Default
35.0,Female,Master,75225.0,15,Mortgage,10000.0,Debt Consolidation,15.33,0.13,10,591,No,1,Default
29.0,Male,Bachelor,82741.0,8,Mortgage,15000.0,Personal,12.73,0.18,6,671,Yes,0,Non-Default
27.0,Male,Master,82832.0,4,Mortgage,10800.0,Venture,7.88,0.13,8,624,Yes,0,Non-Default
33.0,Male,Bachelor,82405.0,11,Mortgage,5000.0,Venture,12.18,0.06,10,650,Yes,0,Non-Default
29.0,Male,Master,82878.0,7,Mortgage,10000.0,Education,7.74,0.12,7,705,No,0,Non-Default
31.0,Female,Bachelor,82676.0,8,Own,10000.0,Venture,11.01,0.12,7,670,Yes,0,Non-Default
33.0,Female,Associate,82433.0,15,Mortgage,2100.0,Education,12.53,0.03,9,646,Yes,0,Non-Default
27.0,Male,Master,38652.0,4,Rent,10000.0,Education,13.99,0.26,10,668,No,1,Default
29.0,Female,High School,82404.0,7,Other,16000.0,Venture,11.89,0.19,7,659,Yes,0,Non-Default
34.0,Female,Master,82664.0,12,Mortgage,15000.0,Education,11.78,0.18,5,689,No,0,Non-Default
28.0,Female,Bachelor,82656.0,4,Own,12000.0,Education,12.09,0.15,9,708,Yes,0,Non-Default
27.0,Female,High School,38293.0,4,Rent,10000.0,Medical,8.0,0.26,9,565,No,1,Default
29.0,Male,High School,38800.0,8,Rent,10000.0,Education,7.29,0.26,6,649,No,1,Default
27.0,Female,High School,39601.0,4,Rent,10000.0,Education,12.42,0.25,8,682,No,1,Default
27.0,Male,Bachelor,82578.0,2,Mortgage,6000.0,Personal,11.86,0.07,6,667,Yes,0,Non-Default
29.0,Female,Associate,82228.0,8,Mortgage,10000.0,Personal,10.99,0.12,9,683,Yes,0,Non-Default
31.0,Female,Master,82486.0,9,Mortgage,6000.0,Medical,10.95,0.07,9,697,No,0,Non-Default
29.0,Male,Bachelor,82674.0,9,Mortgage,3500.0,Personal,12.21,0.04,9,725,No,0,Non-Default
34.0,Male,High School,83027.0,11,Mortgage,25000.0,Home Improvement,10.99,0.3,10,594,Yes,0,Non-Default
31.0,Male,Bachelor,83037.0,9,Mortgage,15000.0,Education,11.71,0.18,5,682,No,0,Non-Default
27.0,Female,Associate,83201.0,5,Own,5000.0,Education,12.99,0.06,8,588,Yes,0,Non-Default
27.0,Female,High School,40177.0,4,Rent,10000.0,Education,10.95,0.25,5,580,Yes,0,Non-Default
29.0,Male,High School,40665.0,11,Rent,10000.0,Debt Consolidation,5.79,0.25,7,557,Yes,0,Non-Default
32.0,Male,High School,40743.0,10,Rent,10000.0,Personal,7.51,0.25,8,668,No,0,Non-Default
27.0,Male,Associate,41365.0,2,Rent,10000.0,Medical,11.71,0.24,5,644,Yes,0,Non-Default
32.0,Female,High School,75828.0,10,Mortgage,3800.0,Personal,13.11,0.05,10,571,No,1,Default
27.0,Female,High School,41236.0,5,Rent,10000.0,Debt Consolidation,14.72,0.24,8,692,No,0,Non-Default
28.0,Male,Bachelor,83360.0,3,Mortgage,15000.0,Home Improvement,13.85,0.18,10,695,No,0,Non-Default
28.0,Male,High School,41526.0,6,Rent,10000.0,Education,15.58,0.24,6,621,Yes,0,Non-Default
27.0,Female,Bachelor,83191.0,6,Own,10000.0,Personal,6.92,0.12,6,651,Yes,0,Non-Default
30.0,Male,Bachelor,41922.0,10,Rent,10000.0,Home Improvement,14.54,0.24,6,689,No,1,Default
32.0,Male,Master,83270.0,12,Mortgage,4800.0,Education,11.01,0.06,6,685,Yes,0,Non-Default
33.0,Female,Bachelor,41557.0,10,Rent,10000.0,Debt Consolidation,14.22,0.24,9,651,Yes,0,Non-Default
28.0,Female,High School,83457.0,5,Mortgage,22000.0,Education,6.99,0.26,6,663,No,0,Non-Default
27.0,Female,High School,83448.0,2,Mortgage,20000.0,Venture,11.01,0.24,6,589,Yes,0,Non-Default
28.0,Female,Doctorate,41846.0,5,Rent,10000.0,Personal,14.74,0.24,9,611,No,0,Non-Default
27.0,Female,Bachelor,35766.0,6,Rent,10000.0,Personal,12.69,0.28,10,532,No,1,Default
28.0,Male,High School,43139.0,1,Rent,10000.0,Personal,16.77,0.23,8,613,Yes,0,Non-Default
28.0,Male,High School,42936.0,4,Rent,10000.0,Personal,16.29,0.23,5,528,Yes,0,Non-Default
27.0,Female,High School,43108.0,3,Rent,10000.0,Venture,8.49,0.23,6,674,Yes,0,Non-Default
28.0,Male,Bachelor,83937.0,8,Mortgage,4000.0,Medical,9.91,0.05,6,679,No,0,Non-Default
33.0,Male,Associate,35824.0,13,Rent,10000.0,Venture,13.06,0.28,9,657,No,1,Default
30.0,Female,Bachelor,43145.0,9,Rent,10000.0,Personal,5.79,0.23,9,700,Yes,0,Non-Default
33.0,Female,Bachelor,83485.0,11,Mortgage,4000.0,Home Improvement,5.99,0.05,7,709,No,0,Non-Default
27.0,Male,Associate,42822.0,2,Rent,10000.0,Medical,9.88,0.23,8,645,Yes,0,Non-Default
30.0,Male,Master,83951.0,5,Mortgage,10000.0,Venture,9.99,0.12,9,648,Yes,0,Non-Default
33.0,Female,Associate,42821.0,11,Rent,10000.0,Debt Consolidation,13.48,0.23,10,723,Yes,0,Non-Default
27.0,Male,Bachelor,43082.0,7,Rent,10000.0,Venture,13.48,0.23,10,695,No,0,Non-Default
33.0,Female,Bachelor,83408.0,12,Mortgage,7200.0,Education,10.74,0.09,7,633,No,0,Non-Default
28.0,Female,Associate,42914.0,4,Rent,10000.0,Medical,14.61,0.23,7,618,No,0,Non-Default
28.0,Male,Bachelor,76077.0,4,Mortgage,9000.0,Debt Consolidation,13.72,0.12,9,633,No,1,Default
33.0,Female,High School,83752.0,9,Mortgage,20000.0,Debt Consolidation,6.54,0.24,6,593,Yes,0,Non-Default
29.0,Female,High School,83831.0,4,Own,6000.0,Personal,11.12,0.07,5,628,Yes,0,Non-Default
30.0,Female,Associate,43240.0,4,Rent,10000.0,Medical,12.21,0.23,6,586,No,0,Non-Default
29.0,Male,Associate,83821.0,9,Mortgage,14000.0,Home Improvement,7.51,0.17,5,662,No,0,Non-Default
28.0,Female,High School,83927.0,8,Own,6000.0,Home Improvement,11.86,0.07,9,658,No,0,Non-Default
31.0,Male,Bachelor,35968.0,9,Rent,10000.0,Debt Consolidation,13.75,0.28,8,662,No,1,Default
34.0,Female,Bachelor,36135.0,13,Rent,10000.0,Education,11.83,0.28,5,607,No,1,Default
27.0,Female,High School,35770.0,6,Rent,10000.0,Home Improvement,12.99,0.28,6,540,No,1,Default
29.0,Female,Bachelor,83942.0,5,Mortgage,15000.0,Medical,10.62,0.18,6,711,No,0,Non-Default
31.0,Female,High School,36022.0,4,Rent,10000.0,Medical,13.87,0.28,6,559,No,1,Default
28.0,Female,High School,83531.0,4,Mortgage,10000.0,Debt Consolidation,9.88,0.12,8,659,No,0,Non-Default
34.0,Female,Associate,76311.0,10,Own,20500.0,Venture,20.0,0.27,8,678,No,1,Default
34.0,Male,Associate,43692.0,9,Rent,10000.0,Personal,10.08,0.23,6,633,Yes,0,Non-Default
28.0,Female,High School,84061.0,7,Mortgage,10000.0,Education,8.94,0.12,8,646,Yes,0,Non-Default
29.0,Female,Master,43891.0,9,Rent,10000.0,Personal,11.01,0.23,6,687,Yes,0,Non-Default
28.0,Female,Master,76443.0,4,Mortgage,11200.0,Debt Consolidation,14.42,0.15,7,672,No,1,Default
31.0,Male,Bachelor,43922.0,10,Rent,10000.0,Personal,10.65,0.23,5,599,No,0,Non-Default
29.0,Male,Associate,83535.0,8,Mortgage,18000.0,Personal,12.61,0.22,9,653,No,0,Non-Default
32.0,Male,Master,43996.0,11,Rent,10000.0,Venture,11.99,0.23,9,706,Yes,0,Non-Default
28.0,Female,High School,43882.0,7,Rent,10000.0,Debt Consolidation,11.11,0.23,5,661,Yes,0,Non-Default
27.0,Female,Bachelor,36769.0,5,Rent,10000.0,Education,10.74,0.27,10,673,No,1,Default
34.0,Male,High School,84657.0,10,Mortgage,15000.0,Home Improvement,11.01,0.18,6,625,Yes,0,Non-Default
27.0,Female,Master,84683.0,5,Mortgage,14750.0,Medical,7.49,0.17,9,641,Yes,0,Non-Default
27.0,Female,Associate,37042.0,5,Rent,10000.0,Home Improvement,11.01,0.27,6,585,No,1,Default
27.0,Male,Associate,44144.0,2,Rent,10000.0,Personal,17.19,0.23,7,647,Yes,0,Non-Default
27.0,Female,Bachelor,84468.0,8,Mortgage,6500.0,Medical,10.74,0.08,10,608,Yes,0,Non-Default
35.0,Male,Bachelor,77341.0,12,Mortgage,4800.0,Debt Consolidation,12.42,0.06,6,677,No,1,Default
33.0,Male,High School,84667.0,10,Mortgage,16000.0,Personal,11.99,0.19,8,664,Yes,0,Non-Default
28.0,Female,Bachelor,44215.0,7,Rent,10000.0,Medical,8.59,0.23,9,549,Yes,0,Non-Default
27.0,Female,Master,84750.0,2,Mortgage,16725.0,Education,10.74,0.2,9,638,No,0,Non-Default
27.0,Female,Bachelor,84720.0,5,Own,15000.0,Education,16.45,0.18,5,662,No,0,Non-Default
32.0,Male,High School,84951.0,12,Mortgage,18000.0,Personal,11.49,0.21,8,651,Yes,0,Non-Default
31.0,Female,Bachelor,36887.0,12,Rent,10000.0,Debt Consolidation,14.42,0.27,9,690,No,1,Default
28.0,Female,High School,85085.0,7,Mortgage,12000.0,Venture,7.49,0.14,10,621,Yes,0,Non-Default
33.0,Female,High School,84754.0,10,Mortgage,6300.0,Debt Consolidation,7.14,0.07,10,646,No,0,Non-Default
27.0,Male,Bachelor,85486.0,4,Mortgage,8000.0,Debt Consolidation,7.66,0.09,10,656,Yes,0,Non-Default
27.0,Male,Associate,84485.0,2,Mortgage,10000.0,Personal,11.01,0.12,9,662,No,0,Non-Default
33.0,Male,Master,85196.0,11,Mortgage,3200.0,Medical,9.99,0.04,8,698,No,0,Non-Default
30.0,Female,Bachelor,45395.0,10,Rent,10000.0,Education,8.9,0.22,6,686,Yes,0,Non-Default
30.0,Male,Associate,45520.0,10,Rent,10000.0,Venture,7.88,0.22,6,653,Yes,0,Non-Default
29.0,Male,Bachelor,45675.0,5,Rent,10000.0,Medical,12.53,0.22,5,660,Yes,0,Non-Default
29.0,Female,Associate,84807.0,9,Mortgage,3400.0,Education,6.39,0.04,6,676,No,0,Non-Default
27.0,Female,Master,84776.0,7,Mortgage,6000.0,Home Improvement,10.75,0.07,10,634,Yes,0,Non-Default
32.0,Female,Master,46968.0,8,Rent,10000.0,Personal,9.63,0.21,6,661,Yes,0,Non-Default
30.0,Female,Doctorate,84941.0,5,Own,6000.0,Venture,14.26,0.07,8,622,Yes,0,Non-Default
28.0,Female,Bachelor,85190.0,6,Mortgage,7200.0,Home Improvement,11.83,0.08,10,686,Yes,0,Non-Default
